TrueQB.ru,TrueQB.ru.sru,WebberOnRunsV3QB.APL985LC.deltaP,WebberOnRunsV3QB.APL985LC.kTau,WebberOnRunsV3QB.APL985LC.krp,WebberOnRunsV3QB.Brkly25.deltaP,WebberOnRunsV3QB.Brkly25.kTau,WebberOnRunsV3QB.Brkly25.krp,WebberOnRunsV3QB.Brkly26.deltaP,WebberOnRunsV3QB.Brkly26.kTau,WebberOnRunsV3QB.Brkly26.krp,WebberOnRunsV3QB.CLARIT98CLUS.deltaP,WebberOnRunsV3QB.CLARIT98CLUS.kTau,WebberOnRunsV3QB.CLARIT98CLUS.krp,WebberOnRunsV3QB.CLARIT98COMB.deltaP,WebberOnRunsV3QB.CLARIT98COMB.kTau,WebberOnRunsV3QB.CLARIT98COMB.krp,WebberOnRunsV3QB.Cor7A1clt.deltaP,WebberOnRunsV3QB.Cor7A1clt.kTau,WebberOnRunsV3QB.Cor7A1clt.krp,WebberOnRunsV3QB.Cor7A3rrf.deltaP,WebberOnRunsV3QB.Cor7A3rrf.kTau,WebberOnRunsV3QB.Cor7A3rrf.krp,WebberOnRunsV3QB.ETHAC0.deltaP,WebberOnRunsV3QB.ETHAC0.kTau,WebberOnRunsV3QB.ETHAC0.krp,WebberOnRunsV3QB.FLab7ad.deltaP,WebberOnRunsV3QB.FLab7ad.kTau,WebberOnRunsV3QB.FLab7ad.krp,WebberOnRunsV3QB.FLab7at.deltaP,WebberOnRunsV3QB.FLab7at.kTau,WebberOnRunsV3QB.FLab7at.krp,WebberOnRunsV3QB.INQ501.deltaP,WebberOnRunsV3QB.INQ501.kTau,WebberOnRunsV3QB.INQ501.krp,WebberOnRunsV3QB.INQ502.deltaP,WebberOnRunsV3QB.INQ502.kTau,WebberOnRunsV3QB.INQ502.krp,WebberOnRunsV3QB.LNaTitDesc7.deltaP,WebberOnRunsV3QB.LNaTitDesc7.kTau,WebberOnRunsV3QB.LNaTitDesc7.krp,WebberOnRunsV3QB.LNmanual7.deltaP,WebberOnRunsV3QB.LNmanual7.kTau,WebberOnRunsV3QB.LNmanual7.krp,WebberOnRunsV3QB.MerAdRbtnd.deltaP,WebberOnRunsV3QB.MerAdRbtnd.kTau,WebberOnRunsV3QB.MerAdRbtnd.krp,WebberOnRunsV3QB.MerTetAdtnd.deltaP,WebberOnRunsV3QB.MerTetAdtnd.kTau,WebberOnRunsV3QB.MerTetAdtnd.krp,WebberOnRunsV3QB.acsys7al.deltaP,WebberOnRunsV3QB.acsys7al.kTau,WebberOnRunsV3QB.acsys7al.krp,WebberOnRunsV3QB.acsys7mi.deltaP,WebberOnRunsV3QB.acsys7mi.kTau,WebberOnRunsV3QB.acsys7mi.krp,WebberOnRunsV3QB.att98atdc.deltaP,WebberOnRunsV3QB.att98atdc.kTau,WebberOnRunsV3QB.att98atdc.krp,WebberOnRunsV3QB.att98atde.deltaP,WebberOnRunsV3QB.att98atde.kTau,WebberOnRunsV3QB.att98atde.krp,WebberOnRunsV3QB.bbn1.deltaP,WebberOnRunsV3QB.bbn1.kTau,WebberOnRunsV3QB.bbn1.krp,WebberOnRunsV3QB.gersh1.deltaP,WebberOnRunsV3QB.gersh1.kTau,WebberOnRunsV3QB.gersh1.krp,WebberOnRunsV3QB.gersh2.deltaP,WebberOnRunsV3QB.gersh2.kTau,WebberOnRunsV3QB.gersh2.krp,WebberOnRunsV3QB.ibmg98b.deltaP,WebberOnRunsV3QB.ibmg98b.kTau,WebberOnRunsV3QB.ibmg98b.krp,WebberOnRunsV3QB.ibms98a.deltaP,WebberOnRunsV3QB.ibms98a.kTau,WebberOnRunsV3QB.ibms98a.krp,WebberOnRunsV3QB.ibms98b.deltaP,WebberOnRunsV3QB.ibms98b.kTau,WebberOnRunsV3QB.ibms98b.krp,WebberOnRunsV3QB.iit98au1.deltaP,WebberOnRunsV3QB.iit98au1.kTau,WebberOnRunsV3QB.iit98au1.krp,WebberOnRunsV3QB.iowacuhk1.deltaP,WebberOnRunsV3QB.iowacuhk1.kTau,WebberOnRunsV3QB.iowacuhk1.krp,WebberOnRunsV3QB.iowacuhk2.deltaP,WebberOnRunsV3QB.iowacuhk2.kTau,WebberOnRunsV3QB.iowacuhk2.krp,WebberOnRunsV3QB.mds98t.deltaP,WebberOnRunsV3QB.mds98t.kTau,WebberOnRunsV3QB.mds98t.krp,WebberOnRunsV3QB.mds98td.deltaP,WebberOnRunsV3QB.mds98td.kTau,WebberOnRunsV3QB.mds98td.krp,WebberOnRunsV3QB.nectitech.deltaP,WebberOnRunsV3QB.nectitech.kTau,WebberOnRunsV3QB.nectitech.krp,WebberOnRunsV3QB.nectitechdes.deltaP,WebberOnRunsV3QB.nectitechdes.kTau,WebberOnRunsV3QB.nectitechdes.krp,WebberOnRunsV3QB.nsasgrp3.deltaP,WebberOnRunsV3QB.nsasgrp3.kTau,WebberOnRunsV3QB.nsasgrp3.krp,WebberOnRunsV3QB.nsasgrp4.deltaP,WebberOnRunsV3QB.nsasgrp4.kTau,WebberOnRunsV3QB.nsasgrp4.krp,WebberOnRunsV3QB.nttdata7Al0.deltaP,WebberOnRunsV3QB.nttdata7Al0.kTau,WebberOnRunsV3QB.nttdata7Al0.krp,WebberOnRunsV3QB.nttdata7Al2.deltaP,WebberOnRunsV3QB.nttdata7Al2.kTau,WebberOnRunsV3QB.nttdata7Al2.krp,WebberOnRunsV3QB.ok7am.deltaP,WebberOnRunsV3QB.ok7am.kTau,WebberOnRunsV3QB.ok7am.krp,WebberOnRunsV3QB.ok7ax.deltaP,WebberOnRunsV3QB.ok7ax.kTau,WebberOnRunsV3QB.ok7ax.krp,WebberOnRunsV3QB.pirc8Aa2.deltaP,WebberOnRunsV3QB.pirc8Aa2.kTau,WebberOnRunsV3QB.pirc8Aa2.krp,WebberOnRunsV3QB.pirc8Ad.deltaP,WebberOnRunsV3QB.pirc8Ad.kTau,WebberOnRunsV3QB.pirc8Ad.krp,WebberOnRunsV3QB.ru,WebberOnRunsV3QB.ru.a,WebberOnRunsV3QB.ru.kru,WebberOnRunsV3QB.ru.logAvg,WebberOnRunsV3QB.ru.logAvgN,WebberOnRunsV3QB.ru.sru,WebberOnRunsV3QB.tno7exp1.deltaP,WebberOnRunsV3QB.tno7exp1.kTau,WebberOnRunsV3QB.tno7exp1.krp,WebberOnRunsV3QB.tno7tw4.deltaP,WebberOnRunsV3QB.tno7tw4.kTau,WebberOnRunsV3QB.tno7tw4.krp,WebberOnRunsV3QB.unc7aal1.deltaP,WebberOnRunsV3QB.unc7aal1.kTau,WebberOnRunsV3QB.unc7aal1.krp,WebberOnRunsV3QB.unc7aal2.deltaP,WebberOnRunsV3QB.unc7aal2.kTau,WebberOnRunsV3QB.unc7aal2.krp,WebberOnRunsV3QB.uoftimgr.deltaP,WebberOnRunsV3QB.uoftimgr.kTau,WebberOnRunsV3QB.uoftimgr.krp,WebberOnRunsV3QB.uoftimgu.deltaP,WebberOnRunsV3QB.uoftimgu.kTau,WebberOnRunsV3QB.uoftimgu.krp
unc7aal1@394,0.0667,0.0,0.0476,0.1,0.0,0.0,0.4333,0.0,-0.3333,0.0333,0.0,1.0,0.6333,0.0334,-1.0,0.4,0.0,0.0,0.3667,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.6667,0.0667,0.0,-1.0,0.1333,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.4,0.0,-1.0,0.0,0.0,-1.0,0.0667,0.0,-1.0,0.0,0.0,-1.0,0.5667,0.0,0.0,0.0333,0.0,1.0,0.2667,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,-0.3333,0.1667,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.1333,0.0,1.0,0.0,0.0,-1.0,0.0334,0.0,-1.0,0.1,0.0,-0.3333,0.0333,0.0,0.0,0.0,0.0,-0.5238,0.0,0.0,-0.2,0.0667,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0333,0.0,1.0,0.3333,unc7aal1@394,0.0083,0.1,0.0835 ,1.0 ,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,-1.0,0.0,0.0,-1.0,0.0
unc7aal1@395,0.4667,0.0,-0.2857,0.0,0.0,0.6667,0.1,0.0,0.7333,0.0666,0.0,-0.4,0.0,0.0,-0.2,0.0,0.0,-0.2857,0.0333,0.0,0.3333,0.0,0.0,-0.2424,0.0,0.0,1.0,0.0,0.0,-0.5,0.0333,0.0,-0.0303,0.0,0.0,0.0545,0.0,0.0,-0.2889,0.0,0.0,-0.3333,0.0333,0.0,0.4945,0.0,0.0,0.3846,0.0,0.0,0.2222,0.0,0.0,0.3455,0.0,0.0,-1.0,0.0,0.0,1.0,0.0666,0.0,0.2444,0.0,0.0,-0.0667,0.3,0.0,-0.2381,0.0,0.0,0.1429,0.0,0.0,-0.4,0.0,0.0,-0.1429,0.0,0.0667,0.3333,0.2,0.0,0.4853,0.0,0.0,0.4503,0.0,0.0,0.2,0.0667,0.0,-0.3333,0.0334,0.0,0.4725,0.0667,0.0,-0.2364,0.0,0.0,0.2,0.0,0.0,0.0714,0.0333,0.0,0.6,0.0,0.0,0.6,0.0,0.0,-0.3333,0.0,0.0,0.0476,0.0,0.0,0.1429,0.0333,0.0,-1.0,0.0,unc7aal1@395,0.0,0.0,0.3335 ,0.3333 ,0.4667,0.0,0.0556,0.0,0.0,0.2333,0.0,,,,,,,0.0,0.2121,0.0,0.0,-0.2,0.0
unc7aal1@396,0.2333,0.0,0.5147,0.0333,0.0,0.6061,0.0,0.0,0.3333,0.0,0.0,-0.2,0.0,0.0,0.4286,0.0333,0.0,0.8095,0.0,0.0,0.7143,0.0,0.0,0.8095,0.0666,0.0,0.3455,0.0,0.0,0.4545,0.0,0.0,0.5714,0.0,0.0,0.5714,0.0,0.0,0.6364,0.0,0.0,0.6,0.0,0.0,0.5667,0.0,0.0,0.3714,0.0,0.0,0.6762,0.0,0.0,0.5152,0.0,0.0,0.2381,0.0,0.0,0.5,0.0,0.0,0.4848,0.0,0.0,-0.2,0.0333,0.0,0.7143,0.0,0.0,0.6444,0.0,0.0,0.6364,0.0,0.0,0.5556,0.0,0.0,0.5556,0.0,0.0,0.5636,0.0,0.0,0.6364,0.0,0.0,0.5636,0.0,0.0,0.7091,0.0,0.0,0.4545,0.0,0.0,0.5636,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.6667,0.0,0.0,0.641,0.0,0.0,0.6889,0.0,0.0,0.6889,0.0,0.0,0.5,0.0,0.0,-0.2778,0.0,unc7aal1@396,0.0,0.0,0.0769 ,0.3333 ,0.2333,0.0,0.5556,0.0,0.0,0.6264,0.0,,,,,,,0.0,0.5,0.0,0.0333,0.3333,0.4333
unc7aal1@397,0.0333,0.0,0.2143,0.0,0.0,0.3333,0.0333,0.0,1.0,0.0333,0.0,0.0,0.0334,0.0,-1.0,0.0333,0.0,0.4222,0.0,0.0,-0.5714,0.0,0.0,0.7143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7333,0.0,0.0,0.3333,0.0,0.0,0.2,0.1,0.0,-1.0,0.1333,0.0,0.1818,0.0334,0.0,-0.5238,0.0667,0.0,0.0476,0.0666,0.0,-0.0667,0.0667,0.0,0.4667,0.0,0.0,0.3333,0.0,0.0,-0.2222,0.0,0.0,0.0,0.5667,0.0,0.2381,0.4667,0.0,0.7333,0.1,0.0,0.2,0.0334,0.0,0.1111,0.0,0.0,-0.2,0.4333,0.0,0.0256,0.0,0.0,0.1026,0.0,0.0,-0.3333,0.0666,0.0,0.4,0.0,0.0,0.2778,0.0333,0.0,0.2857,0.0,0.0,-0.6667,0.0,0.0,0.0,0.0,0.0,0.619,0.0667,0.0,-0.2,0.3,0.0,1.0,0.0333,0.0,1.0,0.0,0.0,0.6,0.0,0.0,-1.0,0.1,unc7aal1@397,0.0,0.0,0.0,0.0,0.0333,0.0,-0.3333,0.0,0.0,-0.3889,0.0,,,,,,,0.0,1.0,0.1334,0.0,0.4286,0.0
unc7aal1@398,0.7667,0.0,0.7333,0.3667,0.0,0.3238,0.0,0.0,0.6,0.0,0.0,0.3333,0.0,0.0,-0.0333,0.0,0.0,0.0,0.0,0.0,0.5889,0.0,0.0,-0.6667,0.0,0.0,0.4857,0.0,0.0,0.0,0.0,0.0,0.5163,0.0,0.0,0.1263,0.0,0.0,0.0667,0.0,0.0334,0.3778,0.0334,0.0,0.4867,0.0,0.0,0.368,0.0,0.0,0.5333,0.0,0.1,-0.0545,0.1,0.0,0.2026,0.0,0.0,-0.0333,0.0,0.0,0.4066,0.0,0.0,0.0,0.6333,0.0,-1.0,0.2,0.0,0.2857,0.0334,0.0,0.2353,0.0,0.0667,0.1818,0.1,0.0,0.0105,0.0,0.0,0.5336,0.0,0.0,0.5415,0.0,0.0,-1.0,0.0333,0.0,-0.2,0.0,0.0,0.4229,0.0,0.0,0.1026,0.0,0.0334,0.0476,0.0334,0.0,0.0667,0.0,0.0,0.1111,0.0,0.0,0.1111,0.0,0.0,0.2308,0.0,0.0,0.2353,0.0,0.0,0.2398,0.0,0.0,0.2364,0.0,unc7aal1@398,0.0,0.0,0.7136 ,0.9951 ,0.7667,0.0,0.3824,0.0,0.0,0.4857,0.0,,,,,,,0.0,0.619,0.0333,0.0333,0.3333,0.3
unc7aal1@399,0.4333,0.0,0.3333,0.0,0.0,0.2364,0.0,0.0,0.6444,0.0,0.0,0.2857,0.0333,0.0333,0.1667,0.0666,0.0,0.2381,0.0,0.0,0.4545,0.0,0.0,0.2857,0.0,0.0,0.5714,0.0,0.0,-0.4,0.2,0.0,0.5128,0.0,0.0,0.5128,0.0,0.0,0.3333,0.0,0.0,0.5604,0.0667,0.0,0.4725,0.0,0.0,0.5111,0.0,0.0,0.2,0.0,0.0,0.4359,0.0,0.0,0.3571,0.0,0.0,0.0476,0.0,0.0,0.5556,0.0,0.0,-0.1667,0.3666,0.0,-1.0,0.1667,0.0,0.5,0.0334,0.0,0.4667,0.0,0.0,0.3889,0.0,0.0,0.4667,0.0,0.0,0.2941,0.0,0.0,0.3824,0.0,0.0,0.1636,0.0,0.0,0.0182,0.0,0.0,0.4286,0.0333,0.0,0.2121,0.0,0.0,0.1273,0.0,0.0,0.7222,0.0,0.0,0.4222,0.0,0.0,0.5238,0.0,0.0,0.4286,0.0,0.0,0.2143,0.0,0.0,-0.3333,0.0,0.0,-0.3333,0.2,unc7aal1@399,0.0,0.0,0.5 ,0.1667 ,0.4333,0.0,0.2121,0.0,0.0,0.1556,0.0,,,,,,,0.0,-0.1636,0.0,0.0,0.5556,0.0333
unc7aal1@400,0.6,0.0,0.1634,0.0,0.0,0.0643,0.0,0.0,0.4872,0.0,0.0,0.2051,0.0,0.0,0.2,0.0333,0.0,0.2421,0.0,0.0,0.3048,0.0,0.0,0.1273,0.0,0.0,0.1503,0.0,0.0,0.1813,0.0,0.0,0.4286,0.0,0.0,0.4476,0.0,0.0,0.1503,0.0,0.0,0.2418,0.0,0.0,0.5652,0.0,0.0,0.6047,0.0,0.0,0.2632,0.0,0.0,0.1273,0.0,0.0,0.3579,0.0,0.0,0.3905,0.0,0.0,0.2737,0.0,0.0,0.2647,0.0,0.0,0.2,0.0,0.0,0.1345,0.0,0.0,0.3789,0.0,0.0,0.1324,0.0,0.0,0.3,0.0,0.0,0.5238,0.0,0.0,0.5931,0.0,0.0,0.0458,0.0,0.0,0.2526,0.0,0.0,0.4211,0.0334,0.0,0.4381,0.0,0.0,-0.0606,0.0,0.0,-0.1515,0.0,0.0,0.2035,0.0,0.0,-0.0381,0.0,0.0,0.3333,0.0,0.0,0.4105,0.0,0.0,0.3216,0.0,0.0,0.2571,0.0,unc7aal1@400,0.0,0.0,0.0,0.0,0.6,0.0,0.3567,0.0,0.0,0.3143,0.0,,,,,,,0.0,0.381,0.0,0.0,0.4737,0.0
unc7aal2@351,0.6,0.0,0.1636,0.2,0.0,0.3636,0.0,0.0,0.1765,0.0,0.0,-0.0588,0.0,0.0,-0.0196,0.0,0.0,0.0994,0.0,0.0,0.1775,0.0,0.0,0.4667,0.0333,0.0,0.2164,0.0,0.0,1.0,0.2,0.0,0.2641,0.0,0.0,0.2641,0.0,0.0,0.2806,0.0,0.0,0.0909,0.0333,0.0,0.0526,0.0,0.0,-0.1696,0.0,0.0,0.345,0.0,0.0,0.4379,0.0,0.0,0.1228,0.0,0.0,0.0175,0.0,0.0,0.3143,0.0,0.0,0.2647,0.0333,0.0,0.3143,0.0,0.0,0.2047,0.0,0.0,0.5325,0.0,0.0,0.6047,0.0,0.0,0.3333,0.0,0.0,0.3074,0.0,0.0,0.368,0.0,0.0,0.2941,0.0,0.0,0.2381,0.0,0.0,0.4381,0.0,0.0,0.2641,0.0,0.0,-0.0606,0.3667,0.0,0.0606,0.0,0.0,0.0735,0.0,0.0,-0.0292,0.0,0.0,0.1,0.0,0.0,0.1209,0.0,0.0,0.5033,0.0,0.0,0.3676,0.0,unc7aal2@351,0.0,0.0,0.0,0.0,0.6,0.0,0.2737,0.0,0.0,0.4269,0.0,,,,,,,0.0,-0.15,0.0,0.0,0.0667,0.0
unc7aal2@352,0.1667,0.0,0.4,0.1,0.0,0.0,0.3666,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,1.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0667,0.0,0.0,0.1334,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0333,0.0,0.0333,0.0,0.6,0.0,0.0,0.7143,0.0,0.0,0.4286,0.0,0.0333,1.0,0.2667,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0666,0.0,0.0666,0.0,0.3333,0.2333,0.0,-0.3333,0.0,0.0,0.0,0.1,0.0,0.3333,0.0666,0.0,0.3333,0.3,0.0,-0.2,0.0,0.0,0.1429,0.0,0.0,-0.3333,0.0,0.0,0.6667,0.0,0.0,0.2381,0.2334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-0.0909,0.0667,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,unc7aal2@352,0.0291,0.2333,0.1249 ,1.0 ,0.1667,0.0,0.4667,0.0,0.0,0.1111,0.0,,,,,,,0.0333,0.0,0.0333,0.0,-1.0,0.0
unc7aal2@353,0.5333,0.0,0.0167,0.0,0.0,0.4242,0.0,0.0,0.2424,0.0333,0.0,0.1818,0.0,0.0,-0.1048,0.0,0.0,0.4333,0.0,0.0,0.6078,0.0,0.0,0.1667,0.0,0.0,0.1324,0.0,0.0,-0.0769,0.0,0.0,0.4667,0.0,0.0,0.4857,0.0,0.0,0.4771,0.0,0.0,0.2,0.0,0.0,0.4853,0.0,0.0,0.2982,0.0,0.0,0.6632,0.0,0.0,0.3529,0.0,0.0,0.4833,0.0,0.0,0.1648,0.0,0.0,0.45,0.0,0.0,-0.1667,0.1666,0.0,0.4725,0.0,0.0,0.0667,0.0,0.0,0.0381,0.0,0.0,0.3203,0.0,0.0,0.5,0.0667,0.0,0.5588,0.0,0.0,0.5588,0.0,0.0,0.1373,0.0,0.0,0.614,0.0,0.0,0.1282,0.0,0.0,0.4667,0.0,0.0,0.2418,0.0,0.0,0.2418,0.0,0.0,0.1324,0.0,0.0,-0.098,0.0,0.0,-0.0769,0.0,0.0,0.1048,0.0,0.0,-0.1273,0.0,0.0,-0.1026,0.0,unc7aal2@353,0.0,0.0,0.0,0.0,0.5333,0.0,0.5948,0.0,0.0,0.4667,0.0,,,,,,,0.0,0.2667,0.0,0.0,-0.2364,0.0333
unc7aal2@354,0.3,0.0,0.4,0.0333,0.0,1.0,0.3,0.0334,0.2,0.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0.5714,0.0334,0.0,1.0,0.0,0.0333,-0.0667,0.2,0.0334,0.3333,0.1667,0.0,-0.0476,0.0,0.0,0.4286,0.0,0.0,0.2,0.0,0.0,-0.6667,0.0667,0.0,0.0222,0.0,0.0,-0.0545,0.0333,0.0,0.0,0.0334,0.0,0.2143,0.0333,0.0,0.2778,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0666,-0.3333,0.4666,0.0666,1.0,0.6666,0.0,0.2857,0.0333,0.0,0.0667,0.0,0.0,0.0667,0.0,0.0,-1.0,0.1,0.0,0.4444,0.0,0.0,0.5,0.0,0.1666,0.0,0.2666,0.0,-0.0476,0.0333,0.0,0.0,0.2667,0.0,-0.0476,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0,-0.3333,0.0,0.0,-1.0,0.0333,0.0,0.2,0.0,0.0,0.4667,0.0,0.0,-0.2143,0.0,0.0,0.0,0.2333,unc7aal2@354,0.0051,0.0333,0.1539 ,1.9333 ,0.3,0.0,-0.4,0.1667,0.0,-0.1111,0.0,,,,,,,0.0,1.0,0.0,0.0,0.3333,0.0333
unc7aal2@355,0.2,0.0,0.5833,0.0,0.0,0.5,0.0,0.0,0.3636,0.0,0.0,0.0222,0.0,0.0,0.2222,0.0,0.0,-0.3333,0.0333,0.0,0.4167,0.0,0.0,0.4909,0.0,0.0,0.4118,0.0,0.0,0.2941,0.0,0.0,0.4833,0.0,0.0,0.3833,0.0,0.0,0.6167,0.0,0.0,0.4265,0.0,0.0,0.6526,0.0,0.0,0.5158,0.0,0.0,0.5474,0.0,0.0,0.5425,0.0,0.0,0.4248,0.0,0.0,0.3971,0.0,0.0,0.4118,0.0,0.0,0.6429,0.3667,0.0,-0.1429,0.0667,0.0,0.4615,0.0,0.0,0.4095,0.0,0.0,0.3077,0.0,0.0,0.4641,0.0,0.0,0.5817,0.0,0.0,0.5817,0.0,0.0,-0.2727,0.0,0.0,0.4641,0.0,0.0,0.5368,0.0,0.0,0.4833,0.0,0.0,0.4615,0.0,0.0,0.4615,0.0,0.0,0.3818,0.0,0.0,0.4909,0.0,0.0,0.0909,0.0,0.0,0.2121,0.0,0.0,0.1868,0.0,0.0,0.2,0.0334,unc7aal2@355,0.0,0.0,0.0,0.0,0.2,0.0,0.3333,0.0,0.0,0.5817,0.0,,,,,,,0.0,0.5,0.0333,0.0,0.0,0.0
unc7aal2@356,0.0667,0.0,0.5167,0.0,0.0,0.5588,0.0,0.0,0.55,0.0,0.0,0.3187,0.0,0.0,0.3187,0.0,0.0,0.5163,0.0,0.0,0.451,0.0,0.0,0.6765,0.0,0.0,0.3203,0.0,0.0,0.3333,0.0,0.0,0.5882,0.0,0.0,0.5882,0.0,0.0,0.4559,0.0,0.0,0.4118,0.0,0.0,0.7778,0.0,0.0,0.4,0.7667,0.0,0.4641,0.0,0.0,0.4379,0.0,0.0,0.3856,0.0,0.0,0.3824,0.0,0.0,0.3333,0.0,0.0,0.5294,0.0,0.0,0.5588,0.0334,0.0,0.3382,0.0,0.0,0.4333,0.0,0.0,0.3407,0.0,0.0,0.6618,0.0333,0.0,0.5439,0.0,0.0,0.5789,0.0,0.0,0.4379,0.0,0.0,0.3099,0.0,0.0,0.4771,0.0,0.0,0.4066,0.0,0.0,0.2059,0.0,0.0,0.1,0.0,0.0,0.6078,0.0,0.0,0.4771,0.0,0.0,0.2281,0.0,0.0,0.2941,0.0,0.0,0.1765,0.0,0.0,0.1833,0.0,unc7aal2@356,0.0,0.0,0.0,0.0,0.0667,0.0,0.3987,0.0,0.0,0.5163,0.0,,,,,,,0.0,0.4909,0.0,0.0,0.5165,0.0
unc7aal2@357,0.6667,0.0,0.4286,0.0333,0.0,0.2857,0.0,0.0,0.3333,0.0,0.0334,0.4,0.0334,0.0,-0.3333,0.1333,0.0,-0.2381,0.0,0.0,0.2,0.0,0.0,0.6,0.0333,0.0,0.25,0.0,0.0666,1.0,0.1666,0.0,0.3333,0.0,0.0,0.0989,0.0,0.0,0.2222,0.0,0.0,0.1667,0.0,0.0,0.1,0.0,0.0,0.2157,0.0,0.0,0.0667,0.0,0.0333,0.3333,0.2666,0.0,0.0333,0.0,0.0,0.2206,0.0,0.0,0.0857,0.0,0.0,0.1429,0.0667,0.0,0.3333,0.0,0.0,0.0182,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0333,0.2143,0.0666,0.0,0.2737,0.0,0.0,0.3593,0.0,0.0333,0.3333,0.0333,0.0,0.1111,0.0,0.0,0.5588,0.0,0.0,0.3333,0.0,0.0,-0.0667,0.0,0.0,-0.0667,0.0,0.0,0.7333,0.0,0.0,0.619,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4359,0.0,0.0,0.1429,0.0,unc7aal2@357,0.0,0.0,0.6143 ,2.281 ,0.6667,0.0,0.1868,0.0,0.0,0.0667,0.0,,,,,,,0.0,0.5,0.0,0.0,0.5,0.0
unc7aal2@358,0.0,0.0,0.0,0.1667,0.0,0.6667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.1,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,-0.6667,0.0666,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1666,0.0,0.0,0.1333,0.0,0.0,0.0334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-0.3333,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333,0.1,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,-0.2,0.0,0.0,0.6667,0.0,0.0,-1.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0,-0.3333,0.0,0.0,1.0,0.0,unc7aal2@358,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
unc7aal2@359,0.1667,0.0,0.3571,0.0,0.0,0.0545,0.0,0.0,0.2121,0.0,0.0,-0.2381,0.0,0.0,-0.0556,0.0,0.0,0.2381,0.0,0.0,0.2164,0.0,0.0,-0.0545,0.0,0.0,-0.1818,0.0,0.0,0.2,0.0,0.0,0.3407,0.0,0.0,0.3143,0.0,0.0,0.3889,0.0,0.0,-0.3333,0.1,0.0,0.2762,0.0,0.0,0.2047,0.0,0.0,0.3818,0.0,0.0,0.3088,0.0,0.0,-0.0769,0.0,0.0,-0.0909,0.0333,0.0,0.5,0.0,0.0,-0.0667,0.5666,0.0,-0.0556,0.0,0.0,0.3333,0.0334,0.0,0.1273,0.0333,0.0,0.2571,0.0,0.0,0.3636,0.0,0.0,0.3,0.0,0.0,0.2088,0.0,0.0,0.0,0.1,0.0,0.2571,0.0,0.0,0.1868,0.0,0.0,0.3407,0.0,0.0,0.0,0.0,0.0,0.619,0.0,0.0,0.3846,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033,0.0,0.0,-0.4182,0.0,unc7aal2@359,0.0,0.0333,0.0,0.0,0.1667,0.0,-0.1273,0.0,0.0,0.3143,0.0,,,,,,,0.0,-0.0545,0.0,0.0,0.1515,0.1
